Chapters,Favs,Follows,Published,Reviews,Updated,Words,author,characters,genre,language,rating,story_link,synopsis,title,published_mmyy,pairing
5,,, 12/30/2019,,, 377,d27dyer,,Poetry/Romance,English,M,https://www.fanfiction.net/s/13465660/1/Midsummer-Night-s-Horror,"Part 2 in my Linny Poetry series. Cross posted from AO3. This takes place during the school year of, and the summer after PoA. Rated M for poetic mentions of Self-Harm.",Midsummer Night's Horror,12-2019,
4, 15, 32, 12/30/2019,10.0, 1/5," 8,173",Shaper733,"Harry P., Hermione G., Molly W.",Fantasy/Parody,English,M,https://www.fanfiction.net/s/13465647/1/Harry-Potter-and-the-Weasley-Sissy,"Harry Potter is taken in by the Weasley family before second year and given love in a hypermasculine magical environment. This leads Harry, like all others joining the family to become more feminine and become a sissy for the family. Bimbofication, femininization, D/S, and lots of anal ensue. Harry/Weasleys/Hermione.",Harry Potter and the Weasley Sissy,12-2019,
1, 2,, 12/30/2019,,," 1,052",Leprechaun123,"Ron W., Hermione G., Draco M.",Hurt/Comfort,English,K+,https://www.fanfiction.net/s/13465631/1/The-What-if-Box,What happens all those people that you meet? All the ones the make you think? Feel? Love? What happens when the chance passes? Read and find out,The What-if Box,12-2019,
1, 2, 1, 12/30/2019,,," 1,016",MoonytheMarauder1,Remus L.,Romance,English,T,https://www.fanfiction.net/s/13465616/1/A-Heart-That-s-Been-Loved,Fifty shades of Remus Lupin—fifty different pairings. First: RemusJohn,A Heart That's Been Loved,12-2019,
1, 4, 2, 12/30/2019,,," 1,335",Leprechaun123,"Hermione G., Draco M., Luna L.",Romance/Hurt/Comfort,English,K+,https://www.fanfiction.net/s/13465587/1/How-to-get-rid-of-Nargles,"How does one rid oneself of small creatures that may or may not exist? Well, Draco has the answer - AU",How to get rid of Nargles,12-2019,
1,,, 12/30/2019,,, 358,hufflepuffseeker101,,Suspense/Mystery,English,K,https://www.fanfiction.net/s/13465579/1/Where-is-Potter-Sequel-to-Weirdness-at-Hogwarts,"Potter has disappeared, and Lily Evans can't figure where he went. Also, the Slytheirns have been acting really weird. If you liked Weirdness at Hogwarts, you will love Where is Potter!",Where is Potter? Sequel to Weirdness at Hogwarts,12-2019,
1,, 1, 12/30/2019,,," 2,382",Herochick007,"[Barty C. Jr., Luna L.]",Hurt/Comfort/Romance,English,M,https://www.fanfiction.net/s/13465569/1/His-Shining-Star,"Luna finds herself in Azkaban, in the past, where a prisoner is begging for her to help him. All he wants is to say goodbye to his mother. How could she ever say 'no? Will this be her undoing, or the start of something even stronger. Warning: Mentions torture and abuse",His Shining Star,12-2019,"Barty C. Jr., Luna L."
1, 3, 8, 12/30/2019,3.0,," 7,217",reviews,"[James P., Lily Evans P.] Sirius B., Remus L.",Romance/Friendship,English,T,https://www.fanfiction.net/s/13465562/1/The-Art-of-Changing-Minds,"It had taken her six years. Six years of his incessant teasing, six years of his belligerent declarations of love, and yet- it was only after six years that Lily Evans had realised how truly in love with him she was. Unfortunately, she had blown it. The only sure thing in her revolving world, and she had somehow and in some way managed to completely screw things up. (Format fixed)",The Art of Changing Minds,12-2019,"James P., Lily Evans P."
1, 5, 7, 12/30/2019,,," 3,328",DarylDixon'sgirl1985,"[Marcus F., Percy W.] Oliver W.",Drama/Romance,English,T,https://www.fanfiction.net/s/13465561/1/Veritaserum-Love-Confession,"Percy Weasley is broken man when is boyfriend Oliver Wood cheats on him with Marcus Flint. So he and his brother George set into motion a plan to get Flint to confess to his wrong doings. But some of the things Marcus confesses to are a bit shocking. Could he have been wrong about Oliver all along? Could his true love have been his ""enemy"" all along? Will they happiness together or",Veritaserum Love Confession,12-2019,"Marcus F., Percy W."
1,,, 12/30/2019,1.0,," 4,169",reviews,,Romance,English,T,https://www.fanfiction.net/s/13465560/1/Hidden-Love,"Love can work in weird ways sometimes, it hides beneath the surface, popping up whenever it wants. Ginny and Luna work as Aurors, when Luna is injured in a fight against Death Eaters, they see their true feelings for each other. Susan and Hannah have been best friends for years, when Susan is injured by a stray spell, the two realize how close they really are. 1st chapter is up.",Hidden Love,12-2019,
1, 1,, 12/30/2019,,," 2,319",girl.with.many.faces,"[Harry P., Ron W.]",Humor/Horror,English,M,https://www.fanfiction.net/s/13465533/1/Yandere-Harry-Kun,"Harry Potter had never been shown any love or affection growing up. Instead, all he got was pain...until he stopped feeling anything at all. That all changed when he met Ron Weasley on the train. Whenever he gets near Ron he starts to feel...something. Kind of a parody. Yandere!Harry x Ron. Rarry.",Yandere Harry-Kun,12-2019,"Harry P., Ron W."
1, 3, 5, 12/30/2019,,," 1,671",Purplewrlds,"Harry P., Draco M.",Romance/Hurt/Comfort,English,T,https://www.fanfiction.net/s/13465474/1/Spinning-in-Windward-Circles,"In the face of uncertainty and the rise of Voldemort, Harry Potter tries to survive his sixth year with people that he trusts; only to discover that he shares a newfound understanding with Draco Malfoy.",Spinning in Windward Circles,12-2019,
1, 21, 7, 12/30/2019,11.0,," 12,267",reviews,"[Harry P., Draco M.]",Romance/Family,Spanish,M,https://www.fanfiction.net/s/13465447/1/Tradici%C3%B3n-de-Navidad,"Durante algunos años, Harry ha pasado la nochebuena entre recuerdos, nostalgia y soledad. Ha sido suficiente, al menos hasta ese año. Porque sus pensamientos y corazón siguen corriendo hacia la misma persona. Ese también es el caso de Draco, cuyas inseguridades salen a flote. Un par de palabras y un poco de nieve podrían marcar el inicio de una nueva tradición.",Tradición de Navidad,12-2019,"Harry P., Draco M."
2,,, 12/30/2019,,," 5,745",mindofthesnake,"[Sirius B., OC] Euphemia P., Fleamont P.",Friendship/Family,English,T,https://www.fanfiction.net/s/13465445/1/Free-At-Last,Life at Last,Free At Last,12-2019,"Sirius B., OC"
9, 22, 32, 12/30/2019,28.0, 1/9," 25,858",Nanchih,"Lily Evans P., Severus S., Petunia D.",Adventure/Humor,English,K,https://www.fanfiction.net/s/13465420/1/Squib,"Lily, Petunia, and Severus didn't intend to change the world. They wanted to save themselves. The rest sort-of happened! Just who are the bad guys, anyhow? VERY AU! HEA YES this IS Complete, being posted one chapter at a time as I break up a very long file.",Squib,12-2019,
3, 8, 8, 12/30/2019,3.0, 1/7," 6,632",Eye Greater Than Three,"Harry P., Justin F.",Family/Romance,English,K+,https://www.fanfiction.net/s/13465410/1/Acts-of-Kindness,"A collection about Hufflepuffs and their loved ones – including family, friends, and significant others. The Hufflepuff companion fic to Gryffindor's ""To Love a Lion,"" Ravenclaw's ""Wit Beyond Measure,"" and Slytherin's ""Pure Ambition.""",Acts of Kindness,12-2019,
1, 19, 9, 12/30/2019,5.0,," 5,190",reviews,"Harry P., Hermione G., Luna L., Neville L.",Romance/Friendship,English,T,https://www.fanfiction.net/s/13465390/1/Journey-Down-Under,"As godparents to the first Potter baby, Luna and Neville travel to Australia so they could be there for their goddaughter's birth in December. Since they were asked to travel muggle to keep the nosy press away, their travel mishaps lead them to a crazy journey that pushes them to admit their feelings. Harmony side-pairing. For CinderellaAtTheBall. ONE-SHOT.",Journey Down Under,12-2019,
13, 24, 98, 12/30/2019,18.0, 17h," 14,371",Eudaimonia'sRevenge,"[Hermione G., Draco M.]",Angst/Romance,English,M,https://www.fanfiction.net/s/13465378/1/Grey-Snow,"Hermione is the only student left at Hogwarts for Christmas break. Her welcomed days of solitude, however, are seemingly ruined when Draco arrives just days before the New Year. (Rated M for later chapters.)",Grey Snow,12-2019,"Hermione G., Draco M."
1, 3, 1, 12/30/2019,2.0,," 2,101",reviews,Ginny W.,Tragedy/Angst,English,T,https://www.fanfiction.net/s/13465342/1/A-Day-to-Die,"On June 19th, 2013, Ginny Potter died.",A Day to Die,12-2019,
5, 4, 8, 12/30/2019,3.0, 1/5," 4,949",Captain Voxland,"Teddy L., James S. P., Marauders",Hurt/Comfort/Family,English,K+,https://www.fanfiction.net/s/13465327/1/Hey-brother,"Time Travel AU: After James Sirius runs away right after he hurts Albus by mistake. He takes a Time-Turner so he can run away to another time but Teddy tells him not to do it. The Time-Turner brakes and James and Teddy ends up with James and Sirius. (Remus, Sirius, and Fred live)",Hey brother,12-2019,
4, 2, 1, 12/30/2019,3.0, 1/9," 12,043",Juliamedina4,"[Hermione G., Draco M.] Harry P., George W.",Hurt/Comfort/Romance,Portuguese,T,https://www.fanfiction.net/s/13465323/1/Mundo-Trouxa,"Tradução de Mugglefied, de DragonGrin. ""Por crimes cometidos contra o mundo bruxo e trouxa enquanto menor de idade, por meio deste, condeno você a um ano sem mágica"". Draco ficou rígido, os joelhos travados para ajudar a mantê-lo em pé. Tantos espectadores. Potter e Granger estavam lá, sem o Weasley. Seus joelhos finalmente dobraram e ele caiu no chão, desmaiado"". DRAMIONE.",Mundo Trouxa,12-2019,"Hermione G., Draco M."
2, 28, 36, 12/30/2019,13.0, 1/7," 13,724",blackcirce,"Harry P., Hermione G., Sirius B., Neville L.",Adventure,Spanish,M,https://www.fanfiction.net/s/13465313/1/Indiferencia-es-la-Diferencia,"Harto y cansado de la actitud de los alumnos y profesores de Hogwarts después de que su nombre salga del maldito Cáliz de Fuego, Harry decide tirar la toalla y mirar más por sí mismo. Poco a poco deja de ser el esperado y heroico Gryffindor y se convierte en el astuto Slytherin que era; dispuesto a poner fin a una guerra encubierta entre el Señor Tenebroso y él Niño que Sobrevivió.",Indiferencia es la Diferencia,12-2019,
4, 3, 9, 12/30/2019,1.0, 1/8," 8,047",Negligevapse,"Harry P., Hermione G., Draco M., Luna L.",Drama/Romance,Spanish,T,https://www.fanfiction.net/s/13465311/1/Viaje-en-el-tiempo-Harry-Potter,"Que pasaría si Petunia no sea la hermana de Lily, si Hermione no haya sido una hija de muggles o si Nymphadora hubiera sido hermana de Andrómeda y no su hija. Muchos revelaciones saldrán a la luz, conocerán nuevos amigos, nuevos amores y a sus... ¡¿hijos!",Viaje en el tiempo- Harry Potter,12-2019,
1, 1,, 12/30/2019,1.0,, 337,reviews,"Ginny W., Harry P., Teddy L.",Family,English,K,https://www.fanfiction.net/s/13465305/1/Sweater-Memories,"Written for the Fanatical Fics Christmas 2019 Drabble Competition. Prompt: ""Items: Weasley Sweater/Jumper, Milk; Plot Point: Someone is worrying about a present (either giving one or receiving one).""",Sweater Memories,12-2019,
1, 3, 1, 12/30/2019,,," 4,425",TheOnlyCeeCeeJ,"Harry P., Hermione G.",Angst/Romance,English,M,https://www.fanfiction.net/s/13465299/1/One-Last-Time,"After the war, everyone coped with the aftermath of the war in different ways. Some turned to substances, some turned to other people, whatever they did, it helped. Sometimes those things don't last. People change. They end up wanting different things. Sometimes to truly let go, you need your fix one last time. Is it worth it? Does it really work? *Based on the Ariana Grande song*",One Last Time,12-2019,
1, 2, 1, 12/30/2019,,," 3,669",MisterMeowMeow,,Suspense,English,T,https://www.fanfiction.net/s/13465292/1/Beyond-the-Black-Shield,"An experiment goes horribly, horribly right.",Beyond the Black Shield,12-2019,
5, 8, 9, 12/30/2019,1.0, 22h," 16,361",Eliefreckles,"Harry P., Draco M.",Romance/Humor,Spanish,T,https://www.fanfiction.net/s/13465289/1/Hasta-que-el-amor-nos-separe,"Drarry/Harco Harry Potter y Draco Malfoy jamás fueron compatibles durante sus años de colegio y aquello no iba a ser diferente luego de salir de Hogwarts. Lamentablemente, un inesperado accidente los une un poco más de lo que ambos están dispuestos a soportar.",Hasta que el amor nos separe,12-2019,
1, 21, 5, 12/30/2019,15.0,, 734,reviews,"[Ron W., Hermione G.]",Romance/Angst,English,T,https://www.fanfiction.net/s/13465285/1/No-Words-Needed,"Moments after the Battle of Hogwarts, Ron realises he and Hermione don't need the words anymore.",No Words Needed,12-2019,"Ron W., Hermione G."
1, 9, 7, 12/30/2019,4.0,," 5,970",reviews,,Drama/Romance,Spanish,K+,https://www.fanfiction.net/s/13465259/1/Make-a-wish,Es navidad y Harry Potter sólo tiene un deseo.,Make a wish,12-2019,
2, 9, 9, 12/30/2019,,," 1,565",HufflepuffKween,"James P., OC, Harry P.",Family/Romance,English,K,https://www.fanfiction.net/s/13465249/1/Raison-D-etre,"James Potter didn't understand why Lily had died and he and Harry had survived that night, he questioned it over and over again. Raising Harry on his own for the past six months has been hard, especially since his son is known to all as the Boy Who Lived and with everyone forgetting Lily's sacrifice, he was struggling. But by a twist of fate, Ophelia Bardell came like a ray of ligh",Raison D’etre,12-2019,
1, 1, 1, 12/30/2019,,," 2,356",alexsohma22,,Drama/Family,English,T,https://www.fanfiction.net/s/13465226/1/Downfall,"Of the downfall of Hermione Weasley and her children, and the family of Albus Potter.",Downfall,12-2019,
1, 2, 2, 12/30/2019,1.0,, 792,reviews,"[Remus L., Sirius B.] James P., Lily Evans P.",Romance/Friendship,English,T,https://www.fanfiction.net/s/13465218/1/When-are-you-going-to-tell-him,All dialogue Wolfstar story.,When are you going to tell him?,12-2019,"Remus L., Sirius B."
1, 2, 3, 12/30/2019,,, 265,DrarryShipperDPM,,Romance/Humor,Spanish,K,https://www.fanfiction.net/s/13465203/1/La-chaqueta-de-Potter,"Pansy Parkinson una mañana se da cuenta de que no todo marcha bien con Draco, si no ¿Por qué otra razón esté llegaría a la escuela con la chaqueta de su más grande ""enemigo""? Universo Alterno",¿La chaqueta de Potter?,12-2019,
6, 176, 342, 12/30/2019,314.0, 1/6," 7,791",IShouldBeWritingSomethingElse,"Hermione G., Severus S.",Romance,English,M,https://www.fanfiction.net/s/13465159/1/Tea-and-Tontine,"The shunned wizard. The bought witch. Though had she simply sold herself in another way? No, no, this was *her* choice. SS/HG HEA...Always :) Oh, and as ever, Ron-bashing",Tea and Tontine,12-2019,
1, 1, 2, 12/30/2019,,, 327,The Infinite Dragon God,Harry P.,Supernatural,English,M,https://www.fanfiction.net/s/13465138/1/A-Hero-s-Heart-Harry-s-Past,Harry's Past up until the first chapter of A Hero's Heart.,A Hero's Heart: Harry's Past,12-2019,
1, 1, 3, 12/30/2019,2.0,," 1,178",reviews,Draco M.,Romance,French,K,https://www.fanfiction.net/s/13465130/1/Et-si,"Il est riche. Célèbre. Puissant. Il a tout : argent, épouse, entreprise florissante. Pourtant, sous le vernis de perfection, il y a une faille. Et parfois, il regarde les étoiles et se demande ""Et si ?"". Et si il avait fait d'autres choix, lorsqu'il en avait eu l'occasion.",Et si,12-2019,
3, 7, 5, 12/30/2019,3.0, 1/8," 4,647",kissingsherlock,,Romance/Drama,English,T,https://www.fanfiction.net/s/13465128/1/We-are-mere-Shadows,"Post-war Hogwarts Dramione: Hermione finds herself estranged from her old life, old friends and even herself when she reenters Hogwarts after the war. In her desperation to rediscover what she wants in her life and to overcome the traumatic events of the war, she finds that she's not the only one craving to reshape their fate in a new world. Slow burn",We are mere Shadows,12-2019,
1,,, 12/30/2019,,," 8,958",Girl From Another World,"Teddy L., James S. P.",Romance/Hurt/Comfort,English,M,https://www.fanfiction.net/s/13465125/1/The-Sore-Loser,"No one takes Quidditch more seriously than James Sirius Potter, and when he gets chosen to play for the English team in the Quidditch World Cup at only nineteen years old, no one is prouder of him than his boyfriend Teddy Lupin. But when England lose in the final, it's Teddy who has to pick up James' pieces, and only Teddy who knows how much it's going to affect him.",The Sore Loser,12-2019,
